target,config,lopo_mse,vs_baseline
left_right,right_hip_f120,0.014695982136594371,-4.467673902319864
left_right,right_hip_f130,0.014848698476048791,-5.553271353473101
left_right,right_hip_f140,0.014928328193138522,-6.119326159510838
left_right,right_hip_f150,0.016261896486356304,-15.599112967052042
left_right,right_hip_f160,0.018136968830470904,-28.928228664631174
left_right,right_hip_f170,0.019389451532091505,-37.831611454909876
left_right,right_hip_f180,0.023855406436535647,-69.5782423560314
left_right,left_hip_f100,0.01576571579460413,-12.07196913816019
left_right,left_hip_f110,0.015683765948702938,-11.48942149361502
left_right,left_hip_f120,0.01503512792781697,-6.878521411079638
left_right,left_hip_f130,0.015833098520867554,-12.550965139142544
left_right,left_hip_f140,0.014675059579617887,-4.318944076772559
left_right,left_hip_f150,0.015322778394073885,-8.92330990003336
left_right,left_hip_f160,0.016103362148023777,-14.472157762200352
left_right,left_hip_f170,0.017416172964397306,-23.804388230747335
left_right,left_hip_f180,0.021309667519460947,-51.481634687519694
left_right,right_knee_f100,0.015534333344381618,-10.427166760755654
left_right,right_knee_f110,0.015667278054024916,-11.372215852743267
left_right,right_knee_f120,0.014291210172468894,-1.5903170057183902
left_right,right_knee_f130,0.014682569299828837,-4.372327579474399
left_right,right_knee_f140,0.014424247100909712,-2.536021643090957
left_right,right_knee_f150,0.01571061378363607,-11.680271675570115
left_right,right_knee_f160,0.017465434768810333,-24.15457007442591
left_right,right_knee_f170,0.015946206801331502,-13.355005239990009
left_right,right_knee_f180,0.018667526260434945,-32.699742542694494
left_right,right_ankle_f100,0.014574653827053622,-3.6052010060946382
left_right,right_ankle_f110,0.014159069780365017,-0.65098547528204
left_right,right_ankle_f120,0.014177351382205952,-0.7809418403469626
left_right,right_ankle_f130,0.014128986779640798,-0.4371378344472437
left_right,right_ankle_f140,0.01479007347209194,-5.136530387203399
left_right,right_ankle_f150,0.014936401795932471,-6.176718070854751
left_right,right_ankle_f160,0.015369422486125078,-9.254883506518642
left_right,right_ankle_f170,0.015977806747216848,-13.579636218130698
left_right,right_ankle_f180,0.017458551058394823,-24.105636617087605
left_right,neck_f100,0.014584920860938213,-3.6781851141202395
left_right,neck_f110,0.014563101597084148,-3.523080969333675
left_right,neck_f120,0.014426429406688522,-2.551534754520794
left_right,neck_f130,0.01458742870170591,-3.6960123194804293
left_right,neck_f140,0.014904324402763307,-5.948693116953351
left_right,neck_f150,0.01602157104890145,-13.89073858301213
left_right,neck_f160,0.01634611492661409,-16.19778711292653
left_right,neck_f170,0.017353131624752903,-23.356253356118053
left_right,neck_f180,0.022541161262171275,-60.235815628299164
left_right,nose_f100,0.014434902249585975,-2.6117646990464167
left_right,nose_f110,0.014451186337775082,-2.7275215636727155
left_right,nose_f120,0.014479001885594929,-2.9252508172911185
left_right,nose_f130,0.01453652009543251,-3.3341240407958708
left_right,nose_f140,0.015609887454360764,-10.964249757313414
left_right,nose_f150,0.01758683984744259,-25.017588690450097
left_right,nose_f160,0.019027863443162752,-35.26123091075349
left_right,nose_f170,0.017474076014236898,-24.215997123053327
left_right,nose_f180,0.02049430844182974,-45.685583396522915
left_right,mid_hip_f100,0.01590445476577543,-13.058207244817671
left_right,mid_hip_f110,0.015436522277574949,-9.731868240641566
left_right,mid_hip_f120,0.014871907720941711,-5.7182563000017925
left_right,mid_hip_f130,0.015236913679383195,-8.312933068417161
left_right,mid_hip_f140,0.01479653762160737,-5.182481359200861
left_right,mid_hip_f150,0.015731523563722864,-11.82891067547996
left_right,mid_hip_f160,0.01694942917553933,-20.486499199776613
left_right,mid_hip_f170,0.018384207702416906,-30.68574780219987
left_right,mid_hip_f180,0.022715168813471315,-61.47276352036882
left_right,right_wrist_f120_vel3,0.015527301386273003,-10.377179471729475
left_right,right_wrist_f120_vel5,0.015899636455209774,-13.023955862892015
left_right,right_wrist_f120_vel10,0.017829696955643584,-26.74395967733546
left_right,right_wrist_f140_vel3,0.01943639975465368,-38.16534699972291
left_right,right_wrist_f140_vel5,0.0194824166638953,-38.4924622223711
left_right,right_wrist_f140_vel10,0.019673720648018405,-39.852363319407864
left_right,right_wrist_f150_vel3,0.01917227126318482,-36.28776652509972
left_right,right_wrist_f150_vel5,0.019561771637200354,-39.056563988194355
left_right,right_wrist_f150_vel10,0.021987662704648418,-56.30122273921838
left_right,right_wrist_f160_vel3,0.02304660502805756,-63.82880682955313
left_right,right_wrist_f160_vel5,0.02238895438795172,-59.153839755311
left_right,right_wrist_f160_vel10,0.020031570871440106,-42.39617291980207
left_right,right_elbow_f120_vel3,0.016052110811963134,-14.107833158857968
left_right,right_elbow_f120_vel5,0.01621535748386191,-15.268286398869346
left_right,right_elbow_f120_vel10,0.019275529104527796,-37.02178391822207
left_right,right_elbow_f140_vel3,0.014991230718749027,-6.5664742624435055
left_right,right_elbow_f140_vel5,0.015069067027428414,-7.119780467996834
left_right,right_elbow_f140_vel10,0.01565901732386687,-11.31349373017095
left_right,right_elbow_f150_vel3,0.018092015196070236,-28.60867182415305
left_right,right_elbow_f150_vel5,0.018453402877068068,-31.177627751010622
left_right,right_elbow_f150_vel10,0.01853217280749357,-31.737570688373694
left_right,right_elbow_f160_vel3,0.015355231887148057,-9.154008392992298
left_right,right_elbow_f160_vel5,0.015911762172876435,-13.110152587089027
left_right,right_elbow_f160_vel10,0.01680371291243291,-19.45066240336676
left_right,left_wrist_f120_vel3,0.01714290640670967,-21.861849013457764
left_right,left_wrist_f120_vel5,0.01686892375081906,-19.914219349483194
left_right,left_wrist_f120_vel10,0.015119711795418038,-7.479793229173527
left_right,left_wrist_f140_vel3,0.01667732408294772,-18.55221635867018
left_right,left_wrist_f140_vel5,0.016438187936844272,-16.85229615618267
left_right,left_wrist_f140_vel10,0.016263752445117186,-15.612306212172092
left_right,left_wrist_f150_vel3,0.01682474330359876,-19.600158777677233
left_right,left_wrist_f150_vel5,0.017001837463872186,-20.8590480994995
left_right,left_wrist_f150_vel10,0.01874538234832171,-33.25318935047278
left_right,left_wrist_f160_vel3,0.022361512789301204,-58.95876875205756
left_right,left_wrist_f160_vel5,0.022210921893503204,-57.888280202965625
left_right,left_wrist_f160_vel10,0.021568908498743388,-53.324471854445655
left_right,right_knee_f120_vel3,0.01658560561790027,-17.900227630843737
left_right,right_knee_f120_vel5,0.01624430324300272,-15.474049858478326
left_right,right_knee_f120_vel10,0.014893406526929921,-5.871082442030981
left_right,right_knee_f140_vel3,0.016776948075085337,-19.260402217005186
left_right,right_knee_f140_vel5,0.017207903875578127,-22.323889203702567
left_right,right_knee_f140_vel10,0.019194724890675228,-36.44738009925828
left_right,right_knee_f150_vel3,0.0251610574382773,-78.85957665627798
left_right,right_knee_f150_vel5,0.025135785829028225,-78.67993121240899
left_right,right_knee_f150_vel10,0.02266170417785046,-61.0927054835917
left_right,right_knee_f160_vel3,0.020448087748322352,-45.357019555604445
left_right,right_knee_f160_vel5,0.02097144024647988,-49.077316545986804
left_right,right_knee_f160_vel10,0.023728967145213633,-68.67943759895583
left_right,right_wrist+right_elbow_f140,0.019036020293667084,-35.31921459572509
left_right,right_wrist+right_elbow_f150,0.019005562613793717,-35.10270351540001
left_right,right_wrist+right_elbow_f160,0.016458077891259953,-16.993685636145038
left_right,right_wrist+right_shoulder_f140,0.016224054985294376,-15.33011334823324
left_right,right_wrist+right_shoulder_f150,0.017327324344080453,-23.17280004510172
left_right,right_wrist+right_shoulder_f160,0.019203899247308025,-36.512596815505646
left_right,right_elbow+right_shoulder_f140,0.018233105958391258,-29.61162784381775
left_right,right_elbow+right_shoulder_f150,0.015998832168970724,-13.729097266941665
left_right,right_elbow+right_shoulder_f160,0.017964707201199775,-27.70369181195173
left_right,right_wrist+left_wrist_f140,0.019747970727550856,-40.38017650152261
left_right,right_wrist+left_wrist_f150,0.01705928412821756,-21.2674127356176
left_right,right_wrist+left_wrist_f160,0.02158867554242604,-53.46498761271607
left_right,right_hip+right_knee_f140,0.0166383814342959,-18.2753891359342
left_right,right_hip+right_knee_f150,0.016966656959363776,-20.608964407334955
left_right,right_hip+right_knee_f160,0.018961682059279047,-34.79077475711193
left_right,right_shoulder+right_hip_f140,0.017582323121987327,-24.985481152649573
left_right,right_shoulder+right_hip_f150,0.017972151086846747,-27.75660732389956
left_right,right_shoulder+right_hip_f160,0.018357112126045814,-30.493136528572773
left_right,arm_chain_f140,0.017194071989018248,-22.225564028756057
left_right,arm_chain_f150,0.017254766574346096,-22.65701679514705
left_right,arm_chain_f160,0.019832397390091752,-40.98033081370167
left_right,body_alignment_f140,0.018952834272037818,-34.72787948793681
left_right,body_alignment_f150,0.053902634495633275,-283.17159007316917
left_right,body_alignment_f160,0.03219337311047359,-128.84940745444078
left_right,body_alignment_f170,0.01977686996725113,-40.58560927362128
left_right,right_wrist_multiframe_140,0.020203423860141956,-43.617804915266944
left_right,right_wrist_multiframe_150,0.02208642317221104,-57.00327015761323
left_right,right_elbow_multiframe_140,0.015316663941362794,-8.87984477834389
left_right,right_elbow_multiframe_150,0.01673678727662426,-18.974915669846066
