target,config,alpha,cv_mse,pred_std,n_features
depth,mid_hip_f100,10.0,0.014786578500314715,0.05420230641418294,3
depth,mid_hip_f120,1.0,0.01459049896571121,0.061687412714413616,3
depth,mid_hip_f120,5.0,0.014486800695393303,0.05883564511929827,3
depth,mid_hip_f120,10.0,0.014407953070135036,0.05589062261207887,3
depth,mid_hip_f140,1.0,0.01023143753414373,0.08269318454729023,3
depth,mid_hip_f140,5.0,0.010270246138239032,0.07885048966788902,3
depth,mid_hip_f140,10.0,0.010367791071735341,0.0748549167334483,3
depth,mid_hip_f150,1.0,0.009975558477937848,0.08694638271988102,3
depth,mid_hip_f150,5.0,0.009958986789908024,0.08178726389604511,3
depth,mid_hip_f150,10.0,0.010015337244809068,0.07639186806899721,3
depth,mid_hip_f160,1.0,0.010474314409103246,0.08618514326273553,3
depth,mid_hip_f160,5.0,0.010471017781366065,0.08064283323700205,3
depth,mid_hip_f160,10.0,0.010547086800391669,0.0750934235094208,3
depth,right_wrist_f120_vel5,1.0,0.013760600609575648,0.09003927174422592,6
depth,right_wrist_f120_vel5,5.0,0.013474804600718465,0.08472508847001776,6
depth,right_wrist_f120_vel5,10.0,0.012878946928409322,0.07807537438763798,6
depth,right_wrist_f120_vel10,1.0,0.013802725875374884,0.09085843920676291,6
depth,right_wrist_f120_vel10,5.0,0.012855898560303516,0.08098290903181916,6
depth,right_wrist_f120_vel10,10.0,0.012634095158645426,0.07604169752080245,6
depth,right_wrist_f140_vel5,1.0,0.007826628481973989,0.10059757855796395,6
depth,right_wrist_f140_vel5,5.0,0.007967403753159538,0.09479482082997519,6
depth,right_wrist_f140_vel5,10.0,0.008089864161616037,0.0896067946510081,6
depth,right_wrist_f140_vel10,1.0,0.008560627634794767,0.09636669155908516,6
depth,right_wrist_f140_vel10,5.0,0.009070968003313714,0.08911099353161492,6
depth,right_wrist_f140_vel10,10.0,0.009438888796559894,0.08393136441712158,6
depth,right_wrist_f150_vel5,1.0,0.009824810711639256,0.09549324790219334,6
depth,right_wrist_f150_vel5,5.0,0.009556435349628618,0.09183572486371183,6
depth,right_wrist_f150_vel5,10.0,0.00946245807877645,0.08855826526052323,6
depth,right_wrist_f150_vel10,1.0,0.009255456198973454,0.09706249090508336,6
depth,right_wrist_f150_vel10,5.0,0.008916676346398785,0.09198151038843826,6
depth,right_wrist_f150_vel10,10.0,0.008807514347806978,0.0876361953589337,6
depth,right_elbow_f120_vel5,1.0,0.013790981829515546,0.0866323676675866,6
depth,right_elbow_f120_vel5,5.0,0.01337164739809911,0.07907378814235606,6
depth,right_elbow_f120_vel5,10.0,0.01313189510138297,0.07460043459271803,6
depth,right_elbow_f120_vel10,1.0,0.013086912991930027,0.08753265415075055,6
depth,right_elbow_f120_vel10,5.0,0.012647298436689164,0.08071413551477245,6
depth,right_elbow_f120_vel10,10.0,0.01249246289679144,0.07626475629368967,6
depth,right_elbow_f140_vel5,1.0,0.008056729304925528,0.09877986365960849,6
depth,right_elbow_f140_vel5,5.0,0.008004573863262168,0.09266529498604636,6
depth,right_elbow_f140_vel5,10.0,0.008081476941370062,0.08761744403955073,6
depth,right_elbow_f140_vel10,1.0,0.008720261386019525,0.09633323037750872,6
depth,right_elbow_f140_vel10,5.0,0.008883592497064217,0.0882300303061202,6
depth,right_elbow_f140_vel10,10.0,0.009100653680487712,0.08211712588839852,6
depth,right_elbow_f150_vel5,1.0,0.01007309723809402,0.09660349771122591,6
depth,right_elbow_f150_vel5,5.0,0.009663809590763572,0.09188066424704093,6
depth,right_elbow_f150_vel5,10.0,0.00956431836034139,0.08830925692156805,6
depth,right_elbow_f150_vel10,1.0,0.010160329134897044,0.09685959308319203,6
depth,right_elbow_f150_vel10,5.0,0.009596774177699902,0.09119588411210205,6
depth,right_elbow_f150_vel10,10.0,0.009435140267999454,0.08669518550005349,6
depth,wrist+elbow_f140,1.0,0.010124364060822974,0.08951025018103724,6
depth,wrist+elbow_f140,5.0,0.010281220874712994,0.08202223798638733,6
depth,wrist+elbow_f140,10.0,0.010509828017803043,0.0784922891119901,6
depth,wrist+elbow_f150,1.0,0.009511420406333194,0.09709140928675981,6
depth,wrist+elbow_f150,5.0,0.009432334895844975,0.0903419064902982,6
depth,wrist+elbow_f150,10.0,0.009508728462770975,0.08623228257161163,6
depth,wrist+elbow_f160,1.0,0.01141075000470246,0.08173403599583863,6
depth,wrist+elbow_f160,5.0,0.011542356855344337,0.07235059949978424,6
depth,wrist+elbow_f160,10.0,0.011863245474459154,0.06608329900920148,6
depth,both_wrists_f140,1.0,0.010096512134427978,0.09363514332758935,6
depth,both_wrists_f140,5.0,0.009921779582705768,0.08717660106307826,6
