target,participant_id,feature,delta_mse_mean,delta_mse_std,baseline_mse_mean
angle,3,left_wrist_z_energy,-2.3473562174754214e-08,4.694712434950843e-08,0.003033664441531965
angle,3,left_wrist_z_max,0.0,0.0,0.003033664441531965
angle,3,left_wrist_z_mean,-1.4906213088296781e-05,2.9812426176593563e-05,0.003033664441531965
angle,3,left_wrist_z_min,0.0,0.0,0.003033664441531965
angle,3,left_wrist_z_q25,0.0,0.0,0.003033664441531965
angle,3,left_wrist_z_q75,0.0,0.0,0.003033664441531965
angle,3,left_wrist_z_range,0.0,0.0,0.003033664441531965
angle,3,left_wrist_z_std,3.780015531894797e-05,0.00010448480484016955,0.003033664441531965
angle,3,mid_hip_z_energy,0.0,0.0,0.003033664441531965
angle,3,mid_hip_z_max,0.0,0.0,0.003033664441531965
angle,3,mid_hip_z_mean,0.0,0.0,0.003033664441531965
angle,3,mid_hip_z_min,0.0,0.0,0.003033664441531965
angle,3,mid_hip_z_q25,0.0,0.0,0.003033664441531965
angle,3,mid_hip_z_q75,1.8572682273024221e-07,3.7145364546048443e-07,0.003033664441531965
angle,3,mid_hip_z_range,0.0,0.0,0.003033664441531965
depth,3,acceleration_at_release,0.0,0.0,0.0024396990908331917
depth,3,arm_extension_angle,0.0,0.0,0.0024396990908331917
depth,3,arm_plane_angle,0.0,0.0,0.0024396990908331917
depth,3,azimuth_angle,0.0,0.0,0.0024396990908331917
depth,3,elbow_alignment,-1.8348338212411697e-06,2.894519311429094e-06,0.0024396990908331917
depth,3,elbow_height_relative,0.0,0.0,0.0024396990908331917
depth,3,elevation_angle,0.0,0.0,0.0024396990908331917
depth,3,forward_position,0.0,0.0,0.0024396990908331917
depth,3,guide_hand_vx,0.0,0.0,0.0024396990908331917
depth,3,hip_lateral_range,0.0,0.0,0.0024396990908331917
depth,3,hip_vertical_velocity_max,0.0,0.0,0.0024396990908331917
depth,3,jerk_at_release,0.0,0.0,0.0024396990908331917
depth,3,knee_bend_depth,0.0,0.0,0.0024396990908331917
depth,3,knee_extension_rate_max,0.0,0.0,0.0024396990908331917
depth,3,lateral_offset,0.0,0.0,0.0024396990908331917
depth,3,left_wrist_z_energy,1.138726943767255e-06,2.27745388753451e-06,0.0024396990908331917
depth,3,left_wrist_z_max,0.0,0.0,0.0024396990908331917
depth,3,left_wrist_z_mean,0.0,0.0,0.0024396990908331917
depth,3,left_wrist_z_min,0.0,0.0,0.0024396990908331917
depth,3,left_wrist_z_q25,0.0,0.0,0.0024396990908331917
depth,3,left_wrist_z_q75,-5.8214179807876065e-08,1.1642835961575214e-07,0.0024396990908331917
depth,3,left_wrist_z_range,0.0,0.0,0.0024396990908331917
depth,3,left_wrist_z_std,0.0,0.0,0.0024396990908331917
depth,3,mid_hip_z_energy,0.0,0.0,0.0024396990908331917
depth,3,mid_hip_z_max,4.0573276212001534e-07,8.114655242400306e-07,0.0024396990908331917
depth,3,mid_hip_z_mean,0.0,0.0,0.0024396990908331917
depth,3,mid_hip_z_min,0.0,0.0,0.0024396990908331917
depth,3,mid_hip_z_q25,0.0,0.0,0.0024396990908331917
depth,3,mid_hip_z_q75,-2.2586982186209753e-06,4.5173964372419506e-06,0.0024396990908331917
depth,3,mid_hip_z_range,0.0,0.0,0.0024396990908331917
left_right,3,acceleration_at_release,0.0,0.0,0.005645957655034829
left_right,3,arm_extension_angle,0.00010380035047120551,6.962597551017329e-05,0.005645957655034829
left_right,3,arm_plane_angle,-9.219996353296028e-06,2.12745136472079e-05,0.005645957655034829
left_right,3,azimuth_angle,-3.843444272456746e-06,7.686888544913493e-06,0.005645957655034829
