Keypoint,Start,End,Window,Test R²,Std
right_hip_z,100,140,40,-0.10725996017456055,0.11805346058950955
left_wrist_z,70,85,15,-0.10726564168930054,0.11060141691912821
left_ankle_z,170,175,5,-0.10730118274688721,0.12209906150970772
left_elbow_z,120,160,40,-0.10732711791992187,0.12114119988065555
right_hip_z,90,130,40,-0.10732869148254394,0.11403549679575896
left_ankle_z,100,145,45,-0.10735958337783813,0.13077492049069553
left_wrist_z,150,175,25,-0.1073956847190857,0.13450873891151227
right_hip_z,160,170,10,-0.10740708589553832,0.11121184847934004
left_knee_z,70,110,40,-0.10741889953613282,0.11350234194376338
right_hip_z,170,175,5,-0.10744887828826905,0.1274094652413503
right_ankle_z,130,140,10,-0.10746651172637939,0.13755651731907798
left_shoulder_z,140,180,40,-0.10752082347869873,0.10511405811531176
right_ankle_z,60,110,50,-0.10752548217773437,0.12357533777130916
right_knee_z,130,140,10,-0.1075440502166748,0.1448195288929715
left_elbow_z,150,195,45,-0.10755697011947632,0.14166117354654917
left_shoulder_z,60,110,50,-0.10759584426879883,0.1107082570701214
right_elbow_z,130,145,15,-0.1076102066040039,0.13889692088322103
left_hip_z,160,200,40,-0.107636981010437,0.13437744008305252
right_shoulder_z,140,160,20,-0.1076642084121704,0.1122921268038551
left_wrist_z,150,165,15,-0.10768391609191895,0.11057619849291654
left_knee_z,160,170,10,-0.10768822193145752,0.11144669573468786
left_wrist_z,150,160,10,-0.10778811693191528,0.11032307985927031
left_ankle_z,160,165,5,-0.10780739068984985,0.11543916262223111
left_ankle_z,130,185,55,-0.1078362774848938,0.11290595674888156
right_wrist_z,130,165,35,-0.10787321090698242,0.12130311755048243
left_hip_z,80,135,55,-0.10787463188171387,0.1135091093993398
left_shoulder_z,160,195,35,-0.10788233757019043,0.13306663759022133
left_knee_z,80,130,50,-0.10789505958557129,0.11042531332493348
left_wrist_z,120,160,40,-0.10790622711181641,0.12760567202395187
left_elbow_z,170,210,40,-0.10797723770141601,0.1086022557920867
right_elbow_z,140,165,25,-0.10798332214355469,0.11288561757207935
left_elbow_z,70,100,30,-0.10801188468933105,0.11206627792571319
left_knee_z,140,190,50,-0.10801643371582031,0.11327139265422634
left_knee_z,80,110,30,-0.10802729845046997,0.11346402823240924
left_hip_z,60,100,40,-0.10803423881530762,0.11054388375047125
right_ankle_z,130,185,55,-0.10803538084030151,0.1107301446684239
right_knee_z,140,190,50,-0.10803680181503296,0.11050288054588726
right_elbow_z,150,160,10,-0.10803939342498779,0.11047973177904205
left_knee_z,70,80,10,-0.10804712295532226,0.10311547695518425
left_shoulder_z,170,185,15,-0.1080565881729126,0.12848493665056424
right_wrist_z,110,160,50,-0.10805945873260497,0.11937898591933298
left_elbow_z,70,110,40,-0.10810417652130128,0.11838042676722381
left_shoulder_z,160,185,25,-0.1081300687789917,0.13148262145100068
left_ankle_z,100,110,10,-0.10814050436019898,0.12082409757263288
left_wrist_z,150,195,45,-0.10815610647201539,0.14409982843853472
left_shoulder_z,140,190,50,-0.10820826292037963,0.09964931762454934
left_hip_z,100,140,40,-0.10820883274078369,0.1191529126112447
left_knee_z,150,180,30,-0.10824267625808716,0.11409733136388132
left_ankle_z,160,190,30,-0.10827898740768432,0.12312195099315465
right_elbow_z,100,105,5,-0.10829700469970703,0.1249468671381085
right_wrist_z,120,155,35,-0.10836885213851928,0.13164501334196332
left_knee_z,160,190,30,-0.10839215755462646,0.11448550995436357
left_hip_z,160,190,30,-0.10842065334320068,0.12224639501765638
right_knee_z,60,85,25,-0.10843268394470215,0.10678294196748601
left_hip_z,140,170,30,-0.10843396902084351,0.11128728839849855
left_knee_z,70,75,5,-0.10845273971557617,0.10577907060125387
right_knee_z,70,75,5,-0.10845586776733399,0.10662423231855708
right_wrist_z,80,85,5,-0.10845755100250244,0.10450683389604985
right_wrist_z,150,170,20,-0.10846987962722779,0.11759524680029738
left_knee_z,70,105,35,-0.10847359180450439,0.10947149107778496
right_knee_z,160,185,25,-0.10849766492843628,0.11696416860219427
left_hip_z,80,100,20,-0.10851371049880981,0.11212587999019287
left_shoulder_z,60,80,20,-0.10854251861572266,0.10921176131038836
left_knee_z,80,105,25,-0.10854327201843261,0.11013512841445249
left_ankle_z,90,95,5,-0.10854703187942505,0.11132239748974745
left_ankle_z,140,185,45,-0.10859081506729126,0.11133977304172094
left_ankle_z,90,130,40,-0.1086054229736328,0.10875732750374274
left_shoulder_z,100,110,10,-0.10863628149032593,0.11537661626316341
right_ankle_z,70,110,40,-0.10863729953765869,0.13598990218521897
right_ankle_z,80,100,20,-0.10864157438278198,0.1180218076332889
right_wrist_z,120,150,30,-0.10869554281234742,0.1376540858247152
left_ankle_z,100,120,20,-0.10871699333190918,0.126710473313935
left_ankle_z,150,175,25,-0.10871796131134033,0.10779606046403258
left_knee_z,60,105,45,-0.10874544382095337,0.1146241278243552
left_hip_z,90,130,40,-0.10876679420471191,0.11527507849910486
left_knee_z,150,185,35,-0.10879218101501464,0.11289563340095388
left_ankle_z,160,180,20,-0.10880411386489869,0.10677085702892782
left_wrist_z,120,145,25,-0.1088189697265625,0.1382857716422033
right_shoulder_z,140,195,55,-0.1088636875152588,0.10817118739859677
left_wrist_z,110,160,50,-0.10886467456817626,0.12142130032334639
left_elbow_z,80,105,25,-0.1090093994140625,0.11984176562837008
right_knee_z,120,130,10,-0.10903765916824341,0.1169352974523181
right_shoulder_z,130,170,40,-0.10904241800308227,0.11628535229015499
right_ankle_z,70,100,30,-0.10904843330383301,0.12749882336063503
left_shoulder_z,170,195,25,-0.10908091068267822,0.11434650075418631
right_elbow_z,130,165,35,-0.10914430856704711,0.12228124576800806
right_ankle_z,120,125,5,-0.10916676044464112,0.10417342543542057
left_ankle_z,150,160,10,-0.10917880058288575,0.10920346923158511
left_ankle_z,60,110,50,-0.10922943592071534,0.11171549220937249
left_knee_z,60,115,55,-0.10924336194992065,0.12198271963498607
left_elbow_z,60,110,50,-0.10924508333206177,0.11747783321320446
left_wrist_z,120,165,45,-0.10930095195770263,0.12070776776395888
left_ankle_z,160,175,15,-0.10932271480560303,0.10573710757896815
left_elbow_z,110,165,55,-0.10937205076217651,0.10839570269104251
right_wrist_z,120,125,5,-0.10939717054367065,0.11564299029505462
left_elbow_z,140,165,25,-0.1094010090827942,0.11064001123496532
left_ankle_z,120,130,10,-0.10943683862686157,0.10516325019246972
left_knee_z,60,85,25,-0.10950927019119262,0.11064713165298534
left_wrist_z,110,145,35,-0.10952347040176391,0.11992863662112634
left_wrist_z,130,155,25,-0.10952489376068116,0.13455995477484112
right_elbow_z,130,160,30,-0.10952977418899536,0.1267458551591099
left_hip_z,70,75,5,-0.10953827381134033,0.11505766201841108
left_elbow_z,60,100,40,-0.10958184003829956,0.11179933472523967
right_elbow_z,170,190,20,-0.10958410501480102,0.1457394100943775
right_wrist_z,150,165,15,-0.10960304260253906,0.11033655845470439
left_ankle_z,100,115,15,-0.10962101936340332,0.11745178053873669
left_shoulder_z,80,130,50,-0.10962280988693238,0.11843353135144699
left_wrist_z,120,155,35,-0.10962624549865722,0.13296128620304185
right_ankle_z,170,180,10,-0.10962676286697387,0.11333726144634768
left_knee_z,60,75,15,-0.10966420888900758,0.12437583292630537
right_knee_z,170,185,15,-0.10966597557067871,0.10747184648880831
right_knee_z,60,115,55,-0.10967219352722168,0.120494383245326
right_ankle_z,80,95,15,-0.10968848943710327,0.10964223720526067
right_wrist_z,110,145,35,-0.10977733612060547,0.11442640153766921
left_hip_z,60,80,20,-0.10979994535446166,0.11330642021511454
left_shoulder_z,160,170,10,-0.10982922315597535,0.11324170014392562
right_hip_z,80,100,20,-0.10985419988632202,0.11024866594661353
right_wrist_z,170,200,30,-0.1098903775215149,0.15225527976560277
right_wrist_z,130,160,30,-0.10989386320114136,0.12644819396415946
left_knee_z,60,100,40,-0.10989467859268189,0.11579002267553518
left_wrist_z,150,170,20,-0.10989521980285645,0.11931847883964529
left_ankle_z,80,130,50,-0.10989549160003662,0.10792661072039517
right_knee_z,150,185,35,-0.1099026083946228,0.1151725371979651
right_hip_z,100,130,30,-0.10990294456481933,0.11489315497980468
left_hip_z,160,195,35,-0.10990677118301391,0.12807153271987146
right_shoulder_z,60,100,40,-0.10990792274475097,0.11164299467679131
right_wrist_z,110,155,45,-0.10991212844848633,0.12357890698223155
right_shoulder_z,120,125,5,-0.10991863489151,0.10811716875364938
left_knee_z,150,165,15,-0.10992353439331054,0.10546931951990579
right_hip_z,150,175,25,-0.10996110916137695,0.10830488614328242
left_elbow_z,110,160,50,-0.10996294498443604,0.11285495939417828
left_knee_z,100,130,30,-0.10998128652572632,0.11245991326421877
right_ankle_z,150,175,25,-0.10999075889587402,0.11265183426859358
left_elbow_z,120,145,25,-0.10999545335769653,0.13788859070817744
left_wrist_z,100,105,5,-0.10999842405319214,0.12764272083634298
left_elbow_z,170,205,35,-0.1100071406364441,0.10666563823986298
right_ankle_z,150,170,20,-0.11000911474227905,0.10953967473527781
left_wrist_z,110,165,55,-0.11002476692199707,0.11541588300169979
right_ankle_z,100,130,30,-0.1100724196434021,0.1065465238342009
right_hip_z,60,100,40,-0.11010302782058716,0.11076349022751286
left_hip_z,100,130,30,-0.11010561227798461,0.11492569346823707
right_knee_z,60,100,40,-0.11019261121749878,0.10968212901094536
right_shoulder_z,80,100,20,-0.11021235704421997,0.1082096628402813
right_wrist_z,110,165,55,-0.11027230739593506,0.11662787265342558
left_elbow_z,150,165,15,-0.11028816699981689,0.1125619679057334
right_hip_z,160,185,25,-0.11029325962066651,0.11902309763087915
left_wrist_z,120,150,30,-0.11041354417800903,0.13903585517899655
right_knee_z,100,140,40,-0.11043088912963867,0.12395122021476114
right_knee_z,160,180,20,-0.1104547119140625,0.11313946891811326
right_hip_z,80,130,50,-0.11051510334014893,0.11375323918154077
left_hip_z,150,170,20,-0.11051606655120849,0.10623578179152743
right_shoulder_z,160,175,15,-0.11053974151611329,0.10651744110651203
left_hip_z,160,170,10,-0.11054665327072144,0.11222410218036094
right_ankle_z,90,130,40,-0.11055605888366699,0.10436081343609993
left_wrist_z,120,170,50,-0.11055756092071534,0.11453264714706222
left_elbow_z,70,105,35,-0.11058244466781617,0.12087338357474646
right_shoulder_z,160,195,35,-0.11058711051940918,0.12929629201856496
right_hip_z,140,175,35,-0.11058953523635864,0.11247606468318684
left_ankle_z,160,170,10,-0.11059805870056152,0.10950891201881398
left_shoulder_z,170,190,20,-0.11059845209121705,0.12223267931836135
left_wrist_z,160,195,35,-0.11063268184661865,0.15329748189134101
left_elbow_z,120,140,20,-0.11063997030258178,0.13733563205923632
left_ankle_z,150,170,20,-0.1107692813873291,0.10597897939500175
left_elbow_z,110,155,45,-0.11080110311508179,0.11811521797784119
left_ankle_z,160,185,25,-0.11080440998077393,0.115064008869372
left_ankle_z,100,130,30,-0.11081605911254883,0.11074761608256964
right_knee_z,120,125,5,-0.11084693908691406,0.11075509447508228
left_knee_z,140,195,55,-0.11085738897323609,0.11175785821840974
right_ankle_z,70,120,50,-0.11088725090026856,0.13922797625896186
left_elbow_z,120,170,50,-0.11098448276519775,0.11049155274482143
left_shoulder_z,80,100,20,-0.11100417613983155,0.10870387763469279
right_knee_z,160,170,10,-0.11103317975997924,0.10943852178341856
left_hip_z,140,175,35,-0.11111442565917969,0.1116650259765301
right_ankle_z,120,130,10,-0.11116296768188477,0.10547146385819892
left_knee_z,90,95,5,-0.11117170095443725,0.10985661622983187
left_shoulder_z,140,165,25,-0.11118536949157715,0.10623584159981062
right_ankle_z,80,120,40,-0.11125160455703735,0.13121481716209207
left_wrist_z,110,155,45,-0.11131942272186279,0.1256517536777292
left_ankle_z,60,65,5,-0.11139869451522827,0.13271099757333532
right_knee_z,170,175,5,-0.11149412870407105,0.11981165262713005
right_elbow_z,150,165,15,-0.11151068449020386,0.11521387525609623
right_knee_z,140,195,55,-0.11154056787490844,0.11046696459786831
right_ankle_z,150,165,15,-0.1115462565422058,0.10823449902079446
right_hip_z,60,80,20,-0.11166561841964721,0.11175886446303929
left_shoulder_z,160,190,30,-0.11172895908355712,0.13396765939438532
left_ankle_z,150,195,45,-0.11173245906829835,0.11865875359014318
left_ankle_z,170,185,15,-0.11174630641937255,0.11675847055488343
left_hip_z,80,130,50,-0.11176087856292724,0.11469036987342555
right_wrist_z,110,150,40,-0.1118080472946167,0.12382461236113615
right_knee_z,150,165,15,-0.11192294836044311,0.11003694390278304
right_knee_z,170,180,10,-0.11195765733718872,0.11981686898688808
left_elbow_z,120,165,45,-0.11195873737335205,0.11514774657500418
left_hip_z,150,165,15,-0.11198581457138061,0.10511212924271683
right_shoulder_z,140,165,25,-0.11201077461242676,0.1093126104482584
left_ankle_z,150,200,50,-0.11202834606170654,0.11523134856975147
left_knee_z,60,110,50,-0.1120622444152832,0.11738204277956447
right_shoulder_z,170,200,30,-0.11216655254364014,0.1107140435613937
left_hip_z,140,180,40,-0.11218358993530274,0.11264547082783359
left_ankle_z,150,180,30,-0.11226649045944213,0.11073411936680787
right_ankle_z,100,110,10,-0.11226998805999756,0.1306205120256773
right_ankle_z,160,175,15,-0.11229784250259399,0.11707864558798055
left_wrist_z,110,150,40,-0.11229947805404664,0.12731647880711675
left_elbow_z,110,145,35,-0.11230467557907105,0.11726341779185778
left_ankle_z,170,180,10,-0.11230801582336426,0.11522424272392934
right_knee_z,150,180,30,-0.1123654580116272,0.11639548518437783
left_hip_z,160,185,25,-0.11237539291381836,0.11419204165262692
left_ankle_z,140,195,55,-0.11245691061019897,0.1134677387422633
right_elbow_z,80,85,5,-0.11248733043670654,0.11087815788198535
left_ankle_z,140,190,50,-0.11248897075653076,0.11427631014149854
right_knee_z,160,175,15,-0.11258452892303467,0.10651546457137068
right_ankle_z,160,180,20,-0.112740159034729,0.11985228061667251
left_knee_z,170,175,5,-0.11279826164245606,0.13388075735733113
right_elbow_z,130,155,25,-0.1128145694732666,0.1345043689198456
left_elbow_z,150,155,5,-0.1129033350944519,0.10718374803084987
left_knee_z,160,175,15,-0.11292922496795654,0.10838937611765104
right_shoulder_z,170,195,25,-0.11296831130981445,0.11532593406472923
right_knee_z,60,110,50,-0.1129762077331543,0.12274503296857195
right_knee_z,150,170,20,-0.11306368589401244,0.10821009693467581
right_knee_z,150,175,25,-0.11309141874313354,0.10986658001364699
left_elbow_z,150,160,10,-0.1131248927116394,0.10728603616822732
left_elbow_z,110,150,40,-0.11323934555053711,0.12183497569594796
left_elbow_z,170,185,15,-0.11331149101257325,0.1342341815479702
left_elbow_z,60,70,10,-0.11335166692733764,0.11652873298823384
left_shoulder_z,140,175,35,-0.11338910102844238,0.10722543739917118
right_ankle_z,170,175,5,-0.11340239763259888,0.11510334366660298
right_ankle_z,150,180,30,-0.11343535661697388,0.11742184318642628
right_shoulder_z,140,175,35,-0.11343970060348511,0.11201461959717629
right_hip_z,140,180,40,-0.11347209692001342,0.1126650954243228
left_elbow_z,130,140,10,-0.11348997116088867,0.13939257759871126
left_knee_z,60,80,20,-0.11349157810211181,0.11084018330961433
left_elbow_z,170,200,30,-0.11355291843414307,0.1064723370151332
right_hip_z,150,170,20,-0.11373342275619507,0.10938508791488938
left_knee_z,170,185,15,-0.11375124454498291,0.10726063319317676
right_shoulder_z,150,170,20,-0.11376552104949951,0.10928908711178827
right_wrist_z,130,155,25,-0.11376872777938843,0.13559518010575017
right_ankle_z,100,115,15,-0.11379831075668335,0.12195735310632964
left_knee_z,120,125,5,-0.11392459869384766,0.11143054157357685
left_elbow_z,60,105,45,-0.11392721652984619,0.12530926767304346
right_shoulder_z,150,165,15,-0.11404048919677734,0.10890932402083016
right_ankle_z,80,115,35,-0.11408362627029418,0.1228324617155344
right_hip_z,150,165,15,-0.11411849021911621,0.10912267644598793
right_wrist_z,130,150,20,-0.1141214656829834,0.14101679977924073
left_shoulder_z,140,170,30,-0.1142848014831543,0.10720412260530293
left_ankle_z,150,165,15,-0.11430175304412842,0.10426900099345415
left_knee_z,160,185,25,-0.11431013107299805,0.11306882983575747
right_ankle_z,150,185,35,-0.11432612419128418,0.12244076318552823
left_wrist_z,130,150,20,-0.11437038898468017,0.13662571805730245
left_elbow_z,160,195,35,-0.11438634157180787,0.14280190690976632
left_ankle_z,130,145,15,-0.1144874119758606,0.13028678207549638
right_shoulder_z,160,165,5,-0.11450020790100097,0.11513359322155091
right_elbow_z,80,95,15,-0.11458292961120606,0.11458476415810824
left_wrist_z,170,190,20,-0.11474480152130127,0.14139901383685125
left_ankle_z,150,190,40,-0.11477696657180786,0.12129449052331853
left_hip_z,140,185,45,-0.11502381324768067,0.11105877928162318
right_hip_z,160,175,15,-0.11525530099868775,0.10575410121616405
left_knee_z,170,180,10,-0.11548243284225464,0.12274278768570633
right_elbow_z,130,150,20,-0.11552916765213013,0.1407586244650597
left_elbow_z,130,145,15,-0.11557259798049926,0.13470829373812576
right_hip_z,160,180,20,-0.11557673215866089,0.11188926472025658
left_ankle_z,150,205,55,-0.1157526159286499,0.1214028725990497
left_shoulder_z,60,100,40,-0.11576435089111328,0.11626659670882493
left_hip_z,160,175,15,-0.11587020874023438,0.10706235880994436
left_ankle_z,60,115,55,-0.11594458818435668,0.1179446734833872
left_elbow_z,170,195,25,-0.11635653734207153,0.11110525758147799
left_knee_z,160,180,20,-0.1163784408569336,0.11271408233970907
right_ankle_z,80,130,50,-0.11640483617782593,0.11081027050636011
right_hip_z,140,185,45,-0.11644833326339722,0.11257830076127893
right_shoulder_z,140,170,30,-0.11656639337539673,0.1111674417130111
left_ankle_z,150,185,35,-0.11659518718719482,0.11527010651122582
right_ankle_z,70,115,45,-0.11679257154464721,0.13356360421122804
left_hip_z,160,180,20,-0.11692696332931518,0.109852212224623
right_hip_z,140,190,50,-0.11700353860855102,0.11212502491819253
right_knee_z,60,80,20,-0.11724353551864625,0.11012815954798223
left_wrist_z,130,145,15,-0.11752358198165894,0.13428634409409282
right_hip_z,140,195,55,-0.11758971214294434,0.11362108794336132
left_elbow_z,170,190,20,-0.11764827728271485,0.12198456426319353
left_hip_z,140,190,50,-0.1178419065475464,0.1095284765209705
left_hip_z,140,195,55,-0.11793606281280518,0.11171927168605719
left_wrist_z,170,200,30,-0.11800452947616577,0.12365240106279682
left_ankle_z,130,140,10,-0.11834072828292846,0.14225259022863704
right_shoulder_z,160,170,10,-0.11892625093460082,0.10785399119129374
right_ankle_z,60,115,55,-0.11967954635620118,0.12663800279769133
right_elbow_z,80,90,10,-0.12039101123809814,0.12052169508460572
left_wrist_z,170,195,25,-0.12074272394180298,0.12892173479333055
left_knee_z,60,70,10,-0.13224449396133423,0.21419164835339097
