feature_idx,feature_name,feature_type,target,beta,intercept,se_beta,t_stat,p_value,ci_lower,ci_upper,r_squared,pearson_r,std_X,std_Y,beta_standardized,n_samples
3,left_eye_x,raw_std,depth,1.142189113455076,9.197462463033723,0.6473629592866165,1.7643720529110127,0.07855938982598146,-0.1266422867466923,2.411020513656844,0.008994197451336127,0.09483774275749147,0.4484373,5.400806,0.09483773254016103,345
3,left_eye_x,raw_std,left_right,0.6250588448133285,-1.0347586180099433,0.45641056358553184,1.3695100304053147,0.17173585405532282,-0.26950585981431385,1.5196235494409709,0.005438360827197623,0.0737452427428212,0.4484373,3.8009193,0.07374524096513002,345
4,left_eye_y,raw_mean,angle,3.935756297842686,145.71892599348547,0.9283584811282702,4.239479013601953,2.8841212666216723e-05,2.1161736748312765,5.755338920854095,0.04979090743504861,0.22313876273531816,0.27615023,4.870781,0.2231387563496597,345
4,left_eye_y,raw_mean,depth,1.0060444575370757,35.280436924524594,1.0546072204053647,0.9539518012690804,0.3407798335483702,-1.060985694457439,3.0730746095315906,0.002646110829967964,0.05144036187633174,0.27615023,5.400806,0.05144036160364779,345
4,left_eye_y,raw_mean,left_right,1.088932305365232,26.950331256723025,0.7408542167511714,1.4698334446154184,0.14252350904364577,-0.36314195946706374,2.5410065701975277,0.006259148761263181,0.07911478219184567,0.27615023,3.8009193,0.07911478623757054,345
4,left_eye_y,raw_std,angle,-4.142572086191552,46.16438142852615,1.084667727011652,-3.8192083926057943,0.00015887542124178397,-6.26852083113439,-2.0166233412487142,0.04079113376148711,-0.20196815036407872,0.23747145,4.870781,-0.2019681443527695,345
4,left_eye_y,raw_std,depth,0.705076921074348,9.542965774954402,1.2274146429619095,0.5744406954221327,0.566046161240512,-1.7006557791309946,3.1108096212796905,0.0009611223305539406,0.031001973010664024,0.23747145,5.400806,0.031001972183793407,345
4,left_eye_y,raw_std,left_right,1.5264785898342368,-1.0329969023537235,0.8602924113509035,1.7743717946287958,0.07688864937631415,-0.15969453641353404,3.2126517160820076,0.009095507327597693,0.09537036923278473,0.23747145,3.8009193,0.09537037160273545,345
5,left_eye_z,raw_mean,angle,-4.5463322558982755,71.7415666017198,0.5160477374779365,-8.809906382144835,6.343867457637963e-17,-5.557785821355031,-3.53487869044152,0.18452635276052998,-0.42956530674686705,0.4602212,4.870781,-0.4295653169747031,345
5,left_eye_z,raw_mean,depth,2.2556687194638405,-3.3689286517219674,0.6218279303344506,3.6274805447394867,0.0003296836440563152,1.0368859760083173,3.4744514629193635,0.03694594078168759,0.1922132690052578,0.4602212,5.400806,0.19221326903866248,345
